"subID","trait","trialTotalT1","selfResp","outgroup","valence","desirability","category","interpersonal","observability","prevalence","clusterName","cluster","outDegree","inDegree","between","eigen","close","efficiency","transitivity","pageRank","Idx","inGsim","outGsim","inOutDiff"
49054,"Straightforward",19,6,"UCLA","positive",5.688,1.795,5.333,5.105,4.789,"Knowledgeable",1,20,22,185.020326235597,0.295615866042759,0.00390625,0.712280701754386,0.249709639953542,0.00690122020392724,125,0.241814563351273,0.263959619710349,-0.0221450563590769
49054,"Clever",20,5,"UCLA","positive",6,1.921,4.278,5.053,4.211,"Thoughtful",3,17,22,97.8796641900356,0.388626817912431,0.00383141762452107,0.736519607843137,0.300944669365722,0.00599907702181784,11,0.255116578174185,0.298214312976293,-0.043097734802108
49054,"Considerate",21,5,"UCLA","positive",6.25,1.629,6.111,5.632,5.158,"Respectful",2,29,31,180.79820124304,0.638310971542253,0.004,0.770935960591133,0.26271186440678,0.00820050334479712,19,0.337298642529815,0.26810132408552,0.0691973184442948
49054,"Concise",22,5,"UCLA","positive",5.375,1.724,4.167,4.368,4.105,"Knowledgeable",1,14,10,24.5038805121093,0.189339627858646,0.00355871886120996,0.756410256410256,0.438405797101449,0.00339097480256303,16,0.182422440124729,0.258694643742867,-0.0762722036181378
49054,"Deliberate",23,4,"UCLA","positive",5.25,1.704,3.889,4.684,4.895,"Knowledgeable",1,21,19,67.3054669534638,0.358538867542965,0.00377358490566038,0.768253968253968,0.303846153846154,0.00520309757968343,27,0.242087268025189,0.309186644066532,-0.0670993760413427
49054,"Good-natured",24,6,"UCLA","positive",6.375,1.298,5.444,5.105,5.105,"Respectful",2,53,49,931.847591485618,0.964746287584322,0.00440528634361234,0.699806482825351,0.162298582799456,0.0158459126348983,55,0.3813498513018,0.30365719739538,0.0776926539064205
49054,"Natural",25,5,"UCLA","positive",5.625,1.455,4.167,4.789,4.895,"Thoughtful",3,10,9,27.0116525644735,0.14279047663039,0.00357142857142857,0.433333333333333,0.245614035087719,0.00235283062895716,78,0.200592244212878,0.155048085560465,0.0455441586524136
49054,"Faithful",26,7,"UCLA","positive",5.938,1.298,5.111,4.263,5,"Respectful",2,8,28,68.9089474256226,0.512480804260637,0.00381679389312977,0.660714285714286,0.317460317460317,0.00794510474418062,41,0.290710004961229,0.238443561221793,0.052266443739436
49054,"Sincere",27,7,"UCLA","positive",6.25,1.74,5.333,4.526,5,"Respectful",2,30,36,375.115212598746,0.724167507655276,0.0040983606557377,0.742145593869732,0.236363636363636,0.0138986820669885,118,0.348973721540675,0.280542516968286,0.0684312045723891
49054,"Generous",28,6,"UCLA","positive",6.312,1.32,5.389,4.947,4.632,"Respectful",2,18,36,153.19614652761,0.721274766209497,0.00398406374501992,0.71078431372549,0.283717679944095,0.0107343334547056,49,0.339582245250835,0.254629069868487,0.084953175382348
49054,"Communicative",29,7,"UCLA","positive",5.6,1.801,6.056,5.684,5.158,"Outgoing",4,20,13,132.852761457504,0.20883634924032,0.003690036900369,0.664035087719298,0.234848484848485,0.00495894733635368,13,0.234086934041412,0.182490845325775,0.051596088715637
49054,"Benevolent",30,6,"UCLA","positive",5.938,1.906,4.833,4.316,4.368,"Respectful",2,12,16,53.756371241599,0.376244425504286,0.00363636363636364,0.810606060606061,0.349206349206349,0.0054464204348356,2,0.265413140622436,0.180763314375098,0.0846498262473381
49054,"Gentle",31,7,"UCLA","positive",5.562,1.417,4.778,4.842,4.526,"Respectful",2,25,21,194.442272759648,0.381916654953075,0.00387596899224806,0.695,0.218357487922705,0.00654409996264549,50,0.269615395375764,0.229683581787051,0.0399318135887128
49054,"Compassionate",32,7,"UCLA","positive",6.25,1.49,5.5,5.158,5.167,"Respectful",2,19,30,106.033488361386,0.570965120636685,0.00390625,0.752436647173489,0.273809523809524,0.00892628958246295,14,0.314409076642628,0.23354417485586,0.0808649017867683
49054,"Innocent",33,5,"UCLA","positive",5.125,1.7,3.056,4.842,4.316,"Respectful",2,17,32,207.948827837479,0.60919798692766,0.00389105058365759,0.646446078431373,0.21343537414966,0.0116770184214623,65,0.300408870081241,0.247087600878611,0.0533212692026306
49054,"Dependable",34,4,"UCLA","positive",6.125,1.616,5.167,5.263,4.842,"Level-headed",1,30,15,121.23074415365,0.255005314805772,0.00389105058365759,0.697318007662835,0.27979797979798,0.00396175564882987,30,0.287062646773483,0.299351316050567,-0.0122886692770839
49054,"Talkative",35,6,"UCLA","positive",5.375,1.921,5.667,5.684,5.632,"Outgoing",4,18,10,55.8282168384638,0.120154213224042,0.0036101083032491,0.80718954248366,0.346560846560847,0.00343443605556916,128,0.219405491893114,0.15232292413281,0.0670825677603042
49054,"Prudent",36,5,"UCLA","positive",5.75,1.919,4,4.158,3.947,"Knowledgeable",1,12,11,28.4604329206308,0.158395765591052,0.00357142857142857,0.792929292929293,0.379446640316206,0.00286705923734194,100,0.195413086554523,0.239005272780847,-0.0435921862263247
49054,"Cordial",37,7,"UCLA","positive",5.938,1.853,5.778,5.211,4.684,"Respectful",2,17,26,123.441046102342,0.496646332568112,0.00387596899224806,0.751225490196078,0.292358803986711,0.00773738318444951,23,0.312709165408472,0.250986065980087,0.0617230994283856
49054,"Disciplined",38,7,"UCLA","positive",5.625,1.6,4.222,5.211,4.842,"Knowledgeable",1,39,19,181.411526482042,0.289616226145735,0.00401606425702811,0.728520017993702,0.252873563218391,0.00557105775477655,32,0.274104191479408,0.330230884208013,-0.0561266927286055
49054,"Persevering",39,7,"UCLA","positive",5.812,1.724,3.556,4.737,4.895,"Knowledgeable",1,32,14,132.459646922014,0.223930975297283,0.00390625,0.651545698924731,0.232850241545894,0.00438246483171956,91,0.258947361919461,0.277011071533178,-0.0180637096137166
49054,"Eager",40,5,"UCLA","positive",5.375,1.622,4.111,5.211,4.895,"Knowledgeable",1,3,5,4.67165392639932,0.0730338101696369,0.00316455696202532,0.833333333333333,0.214285714285714,0.0023550815481882,33,0.0648380512054149,0.0995092944661042,-0.0346712432606893
49054,"Self-sufficient",41,5,"UCLA","positive",6.062,1.801,3.167,5,5.053,"Knowledgeable",1,24,15,131.48179007005,0.233156777122406,0.00383141762452107,0.679951690821256,0.279352226720648,0.00533482269137793,115,0.236024149237782,0.28841846218228,-0.0523943129444983
49054,"Prideful",42,3,"UCLA","positive",4.312,1.853,3.833,4.737,5.263,"Thoughtful",3,7,11,34.9814731207201,0.139809296496503,0.00359712230215827,0.73015873015873,0.287581699346405,0.00430504419151024,98,0.177995715633958,0.183518729817954,-0.00552301418399573
49054,"Practical",43,6,"UCLA","positive",5.562,1.359,4.056,4.789,4.632,"Knowledgeable",1,36,23,266.124917177491,0.409671401284425,0.00404858299595142,0.683597883597884,0.249561659848042,0.00733530170457172,96,0.285510071054997,0.327581632994466,-0.0420715619394694
49054,"Lively",44,6,"UCLA","positive",5.688,1.435,4.833,5.316,5.421,"Outgoing",4,27,5,34.8290983115464,0.0509395036967075,0.00371747211895911,0.62630579297246,0.272177419354839,0.00222768401984187,71,0.233239435222499,0.155506500343601,0.0777329348788976
49054,"Thrifty",45,5,"UCLA","positive",5.067,1.839,2.944,4.421,4.263,"Knowledgeable",1,5,17,29.6955071688828,0.320559145066182,0.00357142857142857,0.75,0.367965367965368,0.00572681744519254,130,0.194151038699676,0.226260147632101,-0.0321091089324248
49054,"Deep",46,5,"UCLA","positive",5.438,1.326,3.444,3.947,4,"Knowledgeable",1,16,18,85.1256599128185,0.299829139840094,0.00377358490566038,0.609027777777778,0.28698752228164,0.0052283025257491,26,0.212896438975494,0.263645180309859,-0.0507487413343646
49054,"Reserved",47,4,"UCLA","positive",4.625,1.59,3.833,5.316,4.368,"Level-headed",1,20,9,70.7284377153017,0.1760860248086,0.0036231884057971,0.710526315789474,0.278325123152709,0.00420768498247037,108,0.203372415967296,0.238221365371685,-0.0348489494043885
49054,"Fair",48,7,"UCLA","positive",6.188,1.404,5,4.684,4.789,"Respectful",2,26,16,57.6600141084971,0.327225164637839,0.00384615384615385,0.796410256410256,0.344947735191638,0.00430367121754567,40,0.315338245433293,0.270965540994531,0.0443727044387619
49054,"Casual",49,5,"UCLA","positive",5.75,1.348,4.722,4.842,5.211,"Respectful",2,8,24,75.932024546072,0.402327439291237,0.00371747211895911,0.663690476190476,0.256048387096774,0.0102952793129753,5,0.242632415072214,0.196170047581327,0.0464623674908864
49054,"Clean",50,7,"UCLA","positive",6.312,1.805,3.222,5.579,5.105,"Level-headed",1,9,10,46.7361989556466,0.190672870134944,0.00343642611683849,0.689814814814815,0.304093567251462,0.00445880471868123,8,0.161481492269776,0.157296833495525,0.00418465877425048
49054,"Accurate",51,5,"UCLA","positive",5.75,1.829,3.778,4.737,4.053,"Knowledgeable",1,32,16,100.635186475914,0.330264664095946,0.00392156862745098,0.692204301075269,0.270390070921986,0.00482055687520874,1,0.260967413202851,0.325245676208347,-0.0642782630054965
49054,"Orderly",52,3,"UCLA","positive",5.438,1.611,3.944,5.053,4.778,"Knowledgeable",1,21,23,120.203004600514,0.443977658919966,0.00392156862745098,0.629761904761905,0.305496828752643,0.00627675724165693,84,0.271002117013935,0.308918274984174,-0.0379161579702384
49054,"Scientific",53,5,"UCLA","positive",5.188,1.869,3.111,5.263,3.947,"Knowledgeable",1,18,39,222.758561648051,0.666535758460239,0.00404858299595142,0.721132897603486,0.244987468671679,0.0110766118869186,112,0.262159014017592,0.325164415662674,-0.0630054016450823
49054,"Sensitive",54,6,"UCLA","positive",4.938,1.536,4.833,4.789,4.579,"Respectful",2,20,23,127.790003746276,0.46327043804662,0.00374531835205993,0.752631578947368,0.252491694352159,0.00853938025079496,116,0.273346829987638,0.217509438751413,0.0558373912362246
49054,"Self-controlled",55,7,"UCLA","positive",6,1.998,3.333,4.789,4.789,"Level-headed",1,52,23,286.896111380732,0.418783012144723,0.00431034482758621,0.652966314731021,0.23027027027027,0.00520553808610247,113,0.316714428669954,0.341079846715554,-0.0243654180455995
49054,"Elegant",56,5,"UCLA","positive",5.188,1.197,4,5.421,3.579,"Level-headed",1,5,18,26.1614709804237,0.384286587923198,0.00359712230215827,0.783333333333333,0.383399209486166,0.00761332305849378,35,0.18648360170669,0.226179717274719,-0.0396961155680287
49054,"Perfectionistic",57,4,"UCLA","positive",4.25,2.033,3.889,5.316,3.737,"Knowledgeable",1,22,34,198.824880761021,0.522144230843579,0.00398406374501992,0.725829725829726,0.233116883116883,0.008942663493361,90,0.248210092884962,0.314637077916762,-0.0664269850317995
49054,"Realistic",58,5,"UCLA","positive",5.875,1.906,3.722,4.579,4.737,"Knowledgeable",1,24,14,115.630913550945,0.275830015076617,0.00383141762452107,0.63798309178744,0.28022759601707,0.00473443133865472,106,0.250687230240562,0.266777668104017,-0.0160904378634559
49054,"Level-headed",59,6,"UCLA","positive",6,1.73,3.944,4.737,4.368,"Level-headed",1,56,17,266.185216711998,0.368734471964289,0.00427350427350427,0.661904761904762,0.222602739726027,0.00549205199161717,70,0.305028869431385,0.341498410541623,-0.036469541110238
49054,"Unenvious",60,6,"UCLA","positive",5.625,1.759,4.778,3.684,3.316,"Respectful",2,0,12,0,0.31133559105958,0.00341296928327645,0,0.757575757575758,0.00484889082170123,135,0.186363144916169,0.141245316908824,0.0451178280073447
49054,"Thoughtful",61,6,"UCLA","positive",6.312,1.323,5,4.368,4.895,"Thoughtful",3,69,27,518.799930247123,0.574395721853067,0.00454545454545455,0.663540778630293,0.197149122807018,0.00690525008818195,129,0.356296436840993,0.348897782042214,0.0073986547987786
49054,"Respectful",62,5,"UCLA","positive",6.375,1.551,5.667,5.316,5.158,"Respectful",2,54,33,451.568615859838,0.686888443405123,0.00427350427350427,0.702422548334498,0.18925421010425,0.00976466561258051,110,0.366126922948835,0.324193120389931,0.0419338025589042
49054,"Hospitable",63,3,"UCLA","positive",6,1.766,5.444,5.263,5.158,"Respectful",2,12,35,89.4934410710167,0.698002012053014,0.00395256916996047,0.707070707070707,0.324699352451434,0.0119851319651691,61,0.32272343249,0.261073025237316,0.0616504072526841
49054,"Precise",64,6,"UCLA","positive",5.625,1.967,3.556,4.789,4.263,"Knowledgeable",1,31,30,342.765073455576,0.552330062971708,0.004,0.687455197132616,0.203825136612022,0.0116020140850899,97,0.260674018397136,0.322730461430183,-0.0620564430330467
49054,"Smart",65,6,"UCLA","positive",6.25,1.768,3.722,4.789,4.684,"Knowledgeable",1,38,29,372.924872500604,0.500519787488601,0.0040983606557377,0.615220483641536,0.159656264133876,0.0082465739623561,120,0.268002537298276,0.30284057742903,-0.0348380401307548
49054,"Healthy",66,6,"UCLA","positive",6.188,1.873,3.611,5,4.895,"Thoughtful",3,6,7,19.3440739896768,0.117496593811046,0.00350877192982456,0.233333333333333,0.179487179487179,0.00302509733597523,58,0.145303848349378,0.13429743219157,0.0110064161578076
49054,"Extraverted",67,7,"UCLA","positive",5.562,1.7,5.389,5.789,5.053,"Outgoing",4,5,23,31.311207941617,0.340930789552028,0.003584229390681,0.9,0.285714285714286,0.0069361976529027,39,0.220885280381614,0.17087547221796,0.0500098081636538
49054,"Unassuming",68,7,"UCLA","positive",5.125,1.741,4.167,4.263,4.368,"Thoughtful",3,10,61,258.75856421638,0.98319296871146,0.00436681222707424,0.744444444444444,0.222132796780684,0.01790429839578,133,0.324140703847031,0.295280833388136,0.0288598704588945
49054,"Unpretentious",69,6,"UCLA","positive",5.812,1.844,4.444,4.474,4.263,"Thoughtful",3,17,28,124.093685766565,0.500597508607674,0.00393700787401575,0.761029411764706,0.344444444444444,0.0088463860181963,137,0.332400784118827,0.285829414323559,0.0465713697952682
49054,"Well-organized",70,7,"UCLA","positive",5.938,2.154,3.611,5.737,4.737,"Knowledgeable",1,23,34,205.113979235606,0.59502483414993,0.004,0.679183135704875,0.270050125313283,0.00883991381206575,144,0.289278129673595,0.343517218816965,-0.0542390891433702
49054,"Conscientious",71,7,"UCLA","positive",5.938,1.704,4.889,4.684,4.105,"Level-headed",1,17,19,68.3888903375529,0.411361150283678,0.00383141762452107,0.686274509803922,0.403174603174603,0.00532229089254728,18,0.291667268408213,0.300169806949455,-0.00850253854124167
49054,"Passionate",72,5,"UCLA","positive",5.75,1.391,5,5.474,4.684,"Thoughtful",3,29,5,78.1252230296896,0.0835928790648008,0.00378787878787879,0.591748768472906,0.238859180035651,0.00277263532578684,88,0.24378670283369,0.219294481111224,0.0244922217224665
49054,"Subtle",73,6,"UCLA","positive",5.312,1.505,4.333,4.105,3.789,"Level-headed",1,6,18,32.523813696996,0.303454661956391,0.00366300366300366,0.755555555555556,0.394927536231884,0.00599447914366832,127,0.211746141254123,0.255292337199807,-0.043546195945684
49054,"Contemplative",74,4,"UCLA","positive",5.438,1.944,4.056,4.526,4.474,"Knowledgeable",1,16,5,7.56573127842254,0.0907498258370575,0.003584229390681,0.702777777777778,0.471428571428571,0.00173825718886824,21,0.187646344757732,0.22014448616011,-0.0324981414023781
49054,"Prompt",75,6,"UCLA","positive",5.688,1.691,4,5.056,4.722,"Knowledgeable",1,10,14,22.8071607060365,0.222958244774219,0.00359712230215827,0.711111111111111,0.344202898550725,0.00355918372820016,99,0.184627106452211,0.228986389162616,-0.0443592827104046
49054,"Sentimental",76,3,"UCLA","positive",5.5,1.886,4.333,4.789,4.947,"Respectful",2,7,16,22.8177861780768,0.286397479610955,0.00350877192982456,0.928571428571429,0.268774703557312,0.00591624442302349,117,0.191971666994574,0.152441572977539,0.0395300940170349
49054,"Graceful",77,6,"UCLA","positive",5.938,2.118,4.389,5.158,4.211,"Level-headed",1,13,22,102.966819550549,0.447291721145501,0.00367647058823529,0.741452991452991,0.218487394957983,0.0106499746074156,57,0.218885617812797,0.224204065930374,-0.00531844811757684
49054,"Versatile",78,6,"UCLA","positive",6.188,1.249,4.222,5,4.737,"Thoughtful",3,5,5,4.30905870665892,0.0840339356806751,0.00333333333333333,0.5,0.355555555555556,0.00209454592680244,141,0.111470646087117,0.124693659172986,-0.0132230130858683
49054,"Good",79,6,"UCLA","positive",6.188,1.219,4.5,4.632,5.632,"Respectful",2,40,13,179.441382656285,0.300350367893569,0.00401606425702811,0.670940170940171,0.283018867924528,0.00437487845454363,53,0.323312795186718,0.251020549611218,0.0722922455754993
49054,"Delicate",80,4,"UCLA","positive",5.062,1.562,4.278,4.947,4,"Level-headed",2,9,8,35.7515999446244,0.140218717013895,0.0033112582781457,0.560185185185185,0.220588235294118,0.00497447807143795,28,0.0989050943950562,0.119400172768792,-0.0204950783737359
49054,"Flexible",81,7,"UCLA","positive",5.75,1.263,4.667,5.053,5.053,"Respectful",2,30,23,316.180242884757,0.444586573662182,0.004,0.647126436781609,0.232946298984035,0.00897713547596173,43,0.311009495789047,0.248949781071393,0.0620597147176543
49054,"Outspoken",82,5,"UCLA","positive",5.438,1.539,5.556,5.263,5.316,"Outgoing",4,23,6,59.2344362173084,0.0703570858371651,0.0036231884057971,0.682806324110672,0.253694581280788,0.0026771078680561,87,0.200342860482876,0.138078140566486,0.0622647199163896
49054,"Purposeful",83,4,"UCLA","positive",6,1.453,3.944,4.263,4.842,"Knowledgeable",1,28,37,449.47855784533,0.541196078807365,0.00416666666666667,0.698412698412698,0.217307692307692,0.0107428394843968,102,0.275218554575988,0.324852746970876,-0.0496341923948885
49054,"Warm",84,6,"UCLA","positive",6.25,1.176,5.444,5.368,5.105,"Respectful",2,13,48,185.791268833713,1,0.00413223140495868,0.769230769230769,0.33551912568306,0.0175326553413927,142,0.358967636402727,0.264598546321523,0.0943690900812039
49054,"Normal",85,6,"UCLA","positive",5.5,1.249,4.222,4.842,5.211,"Thoughtful",3,13,15,57.1555845541301,0.254210304869962,0.00371747211895911,0.361111111111111,0.28042328042328,0.00460976923684373,81,0.239314549524502,0.212050074159257,0.0272644753652448
49054,"Skillful",86,6,"UCLA","positive",6.125,1.237,3.444,4.632,4.842,"Knowledgeable",1,27,18,107.130483396343,0.296317455919381,0.00390625,0.704178537511871,0.268686868686869,0.00443144846127314,119,0.275053733261447,0.30327295606144,-0.0282192227999924
49054,"Humorous",87,7,"UCLA","positive",5.75,1.409,5.222,5.684,5.105,"Outgoing",4,9,14,8.36958038350343,0.209861157581484,0.00340136054421769,0.944444444444444,0.359683794466403,0.00488832024243793,63,0.198226816647926,0.129113621524907,0.0691131951230189
49054,"Peaceful",88,7,"UCLA","positive",6.438,1.057,4.389,5.421,4.895,"Respectful",2,44,25,315.61754184418,0.539824365931929,0.004149377593361,0.680761099365751,0.225063938618926,0.00766040655559382,89,0.347509446865884,0.288490118808931,0.059019328056953
49054,"Honest",89,7,"UCLA","positive",5.938,2.32,5.833,5,4.947,"Respectful",2,23,13,52.6596905077157,0.235155969499749,0.00374531835205993,0.760210803689065,0.284126984126984,0.00365832318464712,60,0.2807485058664,0.214245490916775,0.0665030149496255
49054,"Constructive",90,5,"UCLA","positive",5.8,1.435,4.882,4.842,4.737,"Knowledgeable",1,14,9,32.2193376948639,0.151911718908199,0.00359712230215827,0.732600732600733,0.367588932806324,0.00293099367048561,20,0.177387698967613,0.233982403987244,-0.056594705019631
49560,"Good-humored",1,3,"Not UCR","positive",6,1.6,5.167,5.579,4.842,"Outgoing",4,22,12,122.239225916067,0.209668948678708,0.00374531835205993,0.75036075036075,0.272727272727273,0.00476972710675787,54,0.250229225648516,0.181846453824134,0.0683827718243825
49560,"Glad",2,6,"Not UCR","positive",6.062,1.51,3.611,4.684,5.158,"Respectful",4,8,10,16.0522653816854,0.196436842804865,0.00338983050847458,0.68452380952381,0.437908496732026,0.0036977180149033,52,0.190856544579329,0.1193760561032,0.0714804884761289
49560,"Loyal",3,7,"Not UCR","positive",6.188,1.801,5.667,4.789,5.105,"Respectful",2,25,9,50.769203625119,0.16607591642832,0.00377358490566038,0.710555555555556,0.390374331550802,0.00302688490350389,72,0.279882602056161,0.244495748552104,0.0353868535040568
49560,"Perfectionistic",4,7,"Not UCR","positive",4.25,2.033,3.889,5.316,3.737,"Knowledgeable",1,22,34,198.824880761021,0.522144230843579,0.00398406374501992,0.725829725829726,0.233116883116883,0.008942663493361,90,0.253915190770587,0.328149536769052,-0.0742343459984654
49560,"Well-organized",5,7,"Not UCR","positive",5.938,2.154,3.611,5.737,4.737,"Knowledgeable",1,23,34,205.113979235606,0.59502483414993,0.004,0.679183135704875,0.270050125313283,0.00883991381206575,144,0.293126128483212,0.356405212754521,-0.0632790842713093
49560,"Steady",6,6,"Not UCR","positive",5.75,1.532,3.833,4.684,4.632,"Knowledgeable",1,28,20,112.609736327596,0.370301477613103,0.00383141762452107,0.680776014109347,0.229609929078014,0.00506224446602671,124,0.25690327490401,0.299310133831638,-0.0424068589276277
49560,"Optimistic",7,6,"Not UCR","positive",5.938,1.833,5,5.263,5,"Thoughtful",3,13,17,160.553074676941,0.259925085186785,0.00371747211895911,0.636752136752137,0.222988505747126,0.00414103453916049,83,0.229712320542782,0.225877725867531,0.00383459467525127
49560,"Democratic",8,6,"Not UCR","positive",5.5,1.437,4.556,4.474,4.632,"Level-headed",1,11,25,87.1900327140608,0.414664954255615,0.00381679389312977,0.630909090909091,0.282539682539683,0.00612415244800623,29,0.258670501030989,0.260754153700151,-0.00208365266916188
49560,"Charitable",9,5,"Not UCR","positive",6,1.269,5.111,4.842,4.105,"Respectful",2,17,19,46.6963876189834,0.409219029291771,0.00373134328358209,0.785539215686274,0.404761904761905,0.00597085368126435,6,0.275535660741548,0.206132786574507,0.0694028741670405
49560,"Good",10,5,"Not UCR","positive",6.188,1.219,4.5,4.632,5.632,"Respectful",2,40,13,179.441382656285,0.300350367893569,0.00401606425702811,0.670940170940171,0.283018867924528,0.00437487845454363,53,0.314130376314479,0.24312118791081,0.0710091884036691
49560,"Fair",11,6,"Not UCR","positive",6.188,1.404,5,4.684,4.789,"Respectful",2,26,16,57.6600141084971,0.327225164637839,0.00384615384615385,0.796410256410256,0.344947735191638,0.00430367121754567,40,0.30683471784698,0.272680089027699,0.0341546288192814
49560,"Romantic",12,7,"Not UCR","positive",5.562,1.873,5.444,4.947,4.316,"Respectful",2,11,16,80.9656198566839,0.300490823316398,0.00367647058823529,0.5,0.259259259259259,0.00664492973237414,111,0.213243170211826,0.17821779387908,0.035025376332746
49560,"Versatile",13,6,"Not UCR","positive",6.188,1.249,4.222,5,4.737,"Thoughtful",3,5,5,4.30905870665892,0.0840339356806751,0.00333333333333333,0.5,0.355555555555556,0.00209454592680244,141,0.119631515959911,0.111303540031828,0.00832797592808218
49560,"Experienced",14,5,"Not UCR","positive",6.062,1.463,3.5,4.947,4.789,"Knowledgeable",1,16,16,65.1830028697571,0.264184586884241,0.00371747211895911,0.7125,0.268145161290323,0.00478812768556461,38,0.227600099858882,0.258775382836509,-0.0311752829776276
49560,"Realistic",15,5,"Not UCR","positive",5.875,1.906,3.722,4.579,4.737,"Knowledgeable",1,24,14,115.630913550945,0.275830015076617,0.00383141762452107,0.63798309178744,0.28022759601707,0.00473443133865472,106,0.245864589034852,0.284252333120247,-0.0383877440853955
