"outgroup","trait","N","optionChoiceN","sd","se","ci"
"CSU LA","Experienced",59,0.711864406779661,0.456782127859628,0.0594679677815484,0.119038070854911
"CSU LA","Extraverted",59,0.440677966101695,0.500730033970332,0.0651894978179885,0.130490957564915
"CSU LA","Fair",59,0.593220338983051,0.495449780599845,0.064502067381982,0.129114916042027
"CSU LA","Faithful",58,0.758620689655172,0.431657142518499,0.0566793596025249,0.11349845985879
"CSU LA","Fearless",59,0.576271186440678,0.498390161195177,0.0648848723295573,0.129881183398606
"CSU LA","Flexible",59,0.627118644067797,0.48772183581337,0.0634959746661109,0.127101002661997
"CSU LA","Foresighted",59,0.559322033898305,0.500730033970332,0.0651894978179885,0.130490957564915
"CSU LA","Frank",58,0.517241379310345,0.504066944535647,0.0661872324094754,0.132537646746041
"CSU LA","Friendly",59,0.627118644067797,0.48772183581337,0.0634959746661109,0.127101002661997
"CSU LA","Fun",59,0.610169491525424,0.491898123477587,0.0640396810090579,0.128189349154915
"CSU LA","Funny",59,0.661016949152542,0.477427354702386,0.0621557473811592,0.124418246272981
"CSU LA","Generous",59,0.593220338983051,0.495449780599845,0.064502067381982,0.129114916042027
"CSU LA","Gentle",59,0.711864406779661,0.456782127859628,0.0594679677815484,0.119038070854911
"CSU LA","Giving",59,0.661016949152542,0.477427354702386,0.0621557473811592,0.124418246272981
"CSU LA","Glad",59,0.576271186440678,0.498390161195177,0.0648848723295573,0.129881183398606
"CSU LA","Good",59,0.728813559322034,0.44838824289303,0.0583751770388487,0.116850612518737
"CSU LA","Good-humored",59,0.610169491525424,0.491898123477587,0.0640396810090579,0.128189349154915
"CSU LA","Good-natured",58,0.844827586206897,0.365231199928332,0.0479572060316654,0.0960326486025122
"CSU LA","Good-tempered",59,0.728813559322034,0.44838824289303,0.0583751770388487,0.116850612518737
"CSU LA","Graceful",59,0.694915254237288,0.464395687709626,0.060459168847107,0.121022175358143
"CSU LA","Healthy",59,0.779661016949153,0.418033021718648,0.0544232638515739,0.108939998795945
"CSU LA","Helpful",59,0.694915254237288,0.464395687709626,0.060459168847107,0.121022175358143
"CSU LA","Honest",59,0.711864406779661,0.456782127859628,0.0594679677815484,0.119038070854911
"CSU LA","Hospitable",59,0.711864406779661,0.456782127859628,0.0594679677815484,0.119038070854911
"CSU LA","Humble",59,0.711864406779661,0.456782127859628,0.0594679677815484,0.119038070854911
"CSU LA","Humorous",59,0.542372881355932,0.502477788093923,0.065417036024001,0.130946424770202
"CSU LA","Industrious",59,0.525423728813559,0.503639587998848,0.0655682894884008,0.131249191474428
"CSU LA","Innocent",59,0.610169491525424,0.491898123477587,0.0640396810090579,0.128189349154915
"CSU LA","Inquisitive",59,0.610169491525424,0.491898123477587,0.0640396810090579,0.128189349154915
"CSU LA","Inventive",59,0.745762711864407,0.439169291801561,0.0571749718358649,0.114448140779362
"CSU LA","Knowledgeable",59,0.779661016949153,0.418033021718648,0.0544232638515739,0.108939998795945
"CSU LA","Lenient",59,0.440677966101695,0.500730033970332,0.0651894978179885,0.130490957564915
"CSU LA","Level-headed",58,0.672413793103448,0.473432076473999,0.0621646771631722,0.124482618807229
"CSU LA","Lively",59,0.677966101694915,0.471266743637485,0.0613537041356433,0.122812782285391
"CSU LA","Loyal",59,0.694915254237288,0.464395687709626,0.060459168847107,0.121022175358143
"CSU LA","Lucky",59,0.627118644067797,0.48772183581337,0.0634959746661109,0.127101002661997
"CSU LA","Mathematical",58,0.603448275862069,0.493453820246914,0.064793660917625,0.129747067968558
"CSU LA","Mature",59,0.796610169491525,0.40597524202367,0.052853474644238,0.105797724293198
"CSU LA","Modern",59,0.610169491525424,0.491898123477587,0.0640396810090579,0.128189349154915
"CSU LA","Moral",59,0.728813559322034,0.44838824289303,0.0583751770388487,0.116850612518737
"CSU LA","Natural",59,0.610169491525424,0.491898123477587,0.0640396810090579,0.128189349154915
"CSU LA","Neat",59,0.745762711864407,0.439169291801561,0.0571749718358649,0.114448140779362
"CSU LA","Nice",59,0.76271186440678,0.429072096298893,0.055860428949412,0.111816797299891
"CSU LA","Normal",59,0.661016949152542,0.477427354702386,0.0621557473811592,0.124418246272981
"CSU LA","Open-minded",59,0.694915254237288,0.464395687709626,0.060459168847107,0.121022175358143
"CSU LA","Optimistic",59,0.677966101694915,0.471266743637485,0.0613537041356433,0.122812782285391
"CSU LA","Orderly",59,0.728813559322034,0.44838824289303,0.0583751770388487,0.116850612518737
"CSU LA","Original",59,0.610169491525424,0.491898123477587,0.0640396810090579,0.128189349154915
"CSU LA","Outgoing",59,0.576271186440678,0.498390161195177,0.0648848723295573,0.129881183398606
"CSU LA","Outspoken",59,0.627118644067797,0.48772183581337,0.0634959746661109,0.127101002661997
"CSU LA","Passionate",59,0.728813559322034,0.44838824289303,0.0583751770388487,0.116850612518737
"CSU LA","Peaceful",59,0.610169491525424,0.491898123477587,0.0640396810090579,0.128189349154915
"CSU LA","Perfectionistic",58,0.706896551724138,0.45916096973529,0.0602907890443519,0.120730222574715
"CSU LA","Persevering",59,0.677966101694915,0.471266743637485,0.0613537041356433,0.122812782285391
"CSU LA","Persistent",59,0.711864406779661,0.456782127859628,0.0594679677815484,0.119038070854911
"CSU LA","Philosophical",59,0.644067796610169,0.482904711968741,0.0628688385587189,0.125845653350892
"CSU LA","Polished",59,0.728813559322034,0.44838824289303,0.0583751770388487,0.116850612518737
"CSU LA","Positive",59,0.661016949152542,0.477427354702386,0.0621557473811592,0.124418246272981
"CSU LA","Practical",57,0.596491228070175,0.494962088115523,0.065559330122949,0.131331119602681
"CSU LA","Precise",59,0.76271186440678,0.429072096298893,0.055860428949412,0.111816797299891
"CSU LA","Prideful",59,0.593220338983051,0.495449780599845,0.064502067381982,0.129114916042027
"CSU LA","Prompt",58,0.672413793103448,0.473432076473999,0.0621646771631722,0.124482618807229
"CSU LA","Prudent",56,0.535714285714286,0.503236279740196,0.0672477765493766,0.134767555781572
"CSU LA","Punctual",59,0.745762711864407,0.439169291801561,0.0571749718358649,0.114448140779362
"CSU LA","Purposeful",58,0.741379310344828,0.441701051064854,0.0579981894057161,0.116139370986364
"CSU LA","Quick-witted",58,0.620689655172414,0.48945319317802,0.0642683528480064,0.12869515670366
"CSU LA","Quiet",59,0.576271186440678,0.498390161195177,0.0648848723295573,0.129881183398606
"CSU LA","Rational",59,0.728813559322034,0.44838824289303,0.0583751770388487,0.116850612518737
"CSU LA","Realistic",59,0.610169491525424,0.491898123477587,0.0640396810090579,0.128189349154915
"CSU LA","Refined",58,0.637931034482759,0.484796063546818,0.063656841768768,0.127470626889511
"CSU LA","Reserved",59,0.593220338983051,0.495449780599845,0.064502067381982,0.129114916042027
"CSU LA","Respectable",59,0.76271186440678,0.429072096298893,0.055860428949412,0.111816797299891
"CSU LA","Respectful",59,0.711864406779661,0.456782127859628,0.0594679677815484,0.119038070854911
"CSU LA","Romantic",59,0.677966101694915,0.471266743637485,0.0613537041356433,0.122812782285391
"CSU LA","Scientific",59,0.796610169491525,0.40597524202367,0.052853474644238,0.105797724293198
"CSU LA","Self-controlled",59,0.711864406779661,0.456782127859628,0.0594679677815484,0.119038070854911
"CSU LA","Self-critical",59,0.593220338983051,0.495449780599845,0.064502067381982,0.129114916042027
"CSU LA","Self-sufficient",59,0.728813559322034,0.44838824289303,0.0583751770388487,0.116850612518737
"CSU LA","Sensitive",59,0.525423728813559,0.503639587998848,0.0655682894884008,0.131249191474428
"CSU LA","Sentimental",59,0.576271186440678,0.498390161195177,0.0648848723295573,0.129881183398606
"CSU LA","Sincere",59,0.728813559322034,0.44838824289303,0.0583751770388487,0.116850612518737
"CSU LA","Skillful",59,0.76271186440678,0.429072096298893,0.055860428949412,0.111816797299891
"CSU LA","Smart",58,0.827586206896552,0.381038794105574,0.0500328448351732,0.100189043612501
"CSU LA","Sociable",59,0.559322033898305,0.500730033970332,0.0651894978179885,0.130490957564915
"CSU LA","Sophisticated",59,0.610169491525424,0.491898123477587,0.0640396810090579,0.128189349154915
"CSU LA","Stable",59,0.677966101694915,0.471266743637485,0.0613537041356433,0.122812782285391
"CSU LA","Steady",59,0.627118644067797,0.48772183581337,0.0634959746661109,0.127101002661997
"CSU LA","Straightforward",59,0.627118644067797,0.48772183581337,0.0634959746661109,0.127101002661997
"CSU LA","Studious",59,0.796610169491525,0.40597524202367,0.052853474644238,0.105797724293198
"CSU LA","Subtle",59,0.694915254237288,0.464395687709626,0.060459168847107,0.121022175358143
"CSU LA","Talkative",59,0.372881355932203,0.48772183581337,0.0634959746661109,0.127101002661997
"CSU LA","Thoughtful",59,0.745762711864407,0.439169291801561,0.0571749718358649,0.114448140779362
"CSU LA","Thrifty",59,0.457627118644068,0.502477788093923,0.065417036024001,0.130946424770202
"CSU LA","Tough",59,0.423728813559322,0.498390161195177,0.0648848723295573,0.129881183398606
"CSU LA","Unafraid",58,0.53448275862069,0.503166019875318,0.0660689352060522,0.132300760682255
"CSU LA","Unassuming",59,0.474576271186441,0.503639587998848,0.0655682894884008,0.131249191474428
"CSU LA","Understanding",58,0.706896551724138,0.45916096973529,0.0602907890443519,0.120730222574715
"CSU LA","Unenvious",58,0.655172413793103,0.479463301485384,0.0629566158051915,0.12606844858375
"CSU LA","Unprejudiced",59,0.542372881355932,0.502477788093923,0.065417036024001,0.130946424770202
"CSU LA","Unpretentious",57,0.456140350877193,0.502500015586229,0.0665577530069649,0.133331200978572
"CSU LA","Unselfish",59,0.593220338983051,0.495449780599845,0.064502067381982,0.129114916042027
"CSU LA","Untiring",59,0.559322033898305,0.500730033970332,0.0651894978179885,0.130490957564915
"CSU LA","Verbal",59,0.711864406779661,0.456782127859628,0.0594679677815484,0.119038070854911
"CSU LA","Versatile",59,0.559322033898305,0.500730033970332,0.0651894978179885,0.130490957564915
"CSU LA","Warm",59,0.677966101694915,0.471266743637485,0.0613537041356433,0.122812782285391
"CSU LA","Well-mannered",59,0.677966101694915,0.471266743637485,0.0613537041356433,0.122812782285391
"CSU LA","Well-organized",59,0.745762711864407,0.439169291801561,0.0571749718358649,0.114448140779362
"CSU LA","Well-read",59,0.76271186440678,0.429072096298893,0.055860428949412,0.111816797299891
"CSU LA","Well-spoken",59,0.76271186440678,0.429072096298893,0.055860428949412,0.111816797299891
"CSU LA","Wise",59,0.661016949152542,0.477427354702386,0.0621557473811592,0.124418246272981
"CSU LA","Witty",57,0.56140350877193,0.500626174321759,0.0663095566682855,0.13283400396666
"Not UCR","Accurate",63,0.603174603174603,0.493168901894889,0.062133441369747,0.124202979553388
"Not UCR","Benevolent",63,0.634920634920635,0.485319558893675,0.0611445171061062,0.122226148117866
"Not UCR","Calm",62,0.741935483870968,0.441141732957016,0.0560250561106252,0.112029023549471
"Not UCR","Capable",63,0.873015873015873,0.335629571732592,0.0422853514020739,0.0845272130404931
"Not UCR","Casual",63,0.873015873015873,0.335629571732592,0.0422853514020739,0.0845272130404931
"Not UCR","Charitable",63,0.761904761904762,0.429338790741092,0.0540916032616252,0.108127574230659
"Not UCR","Charming",63,0.634920634920635,0.485319558893675,0.0611445171061062,0.122226148117866
"Not UCR","Clean",63,0.650793650793651,0.480548415161132,0.0605434094972656,0.121024551129122
"Not UCR","Clean-cut",63,0.476190476190476,0.503444357598888,0.0634280271031108,0.12679081956074
"Not UCR","Clear-headed",63,0.603174603174603,0.493168901894889,0.062133441369747,0.124202979553388
"Not UCR","Clever",62,0.741935483870968,0.441141732957016,0.0560250561106252,0.112029023549471
"Not UCR","Comfortable",62,0.838709677419355,0.370801010976073,0.0470917754857603,0.0941658249206128
"Not UCR","Communicative",63,0.793650793650794,0.407934615203979,0.0513949306192645,0.102737002427816
"Not UCR","Compassionate",63,0.793650793650794,0.407934615203979,0.0513949306192645,0.102737002427816
"Not UCR","Composed",61,0.60655737704918,0.492567711913471,0.0630668329890864,0.126152448669407
"Not UCR","Concise",61,0.688524590163934,0.466939810773558,0.0597855164879032,0.11958883841875
"Not UCR","Confident",63,0.714285714285714,0.455382555539187,0.0573728092073213,0.114686611457626
"Not UCR","Conscientious",60,0.666666666666667,0.475382688541528,0.0613716411932216,0.122804370373328
"Not UCR","Considerate",63,0.841269841269841,0.368359449554075,0.0464089284095583,0.0927701260267482
"Not UCR","Constructive",63,0.619047619047619,0.489521538244774,0.0616739167431175,0.12328440291338
"Not UCR","Contemplative",63,0.476190476190476,0.503444357598888,0.0634280271031108,0.12679081956074
"Not UCR","Cooperative",63,0.777777777777778,0.419079038062475,0.052798995923499,0.105543688979036
"Not UCR","Cordial",58,0.637931034482759,0.484796063546818,0.063656841768768,0.127470626889511
"Not UCR","Courageous",62,0.758064516129032,0.431751441508704,0.0548324879041207,0.10964433603703
"Not UCR","Dedicated",62,0.790322580645161,0.41040151368212,0.0521210443586997,0.104222469574223
"Not UCR","Deep",60,0.516666666666667,0.503939284299098,0.065058281853003,0.130181321294223
"Not UCR","Deliberate",62,0.580645161290323,0.497481760000887,0.0631802467003909,0.1263367114079
"Not UCR","Delicate",62,0.387096774193548,0.491062371574435,0.062364983554968,0.124706491994336
"Not UCR","Democratic",62,0.758064516129032,0.431751441508704,0.0548324879041207,0.10964433603703
"Not UCR","Dependable",63,0.650793650793651,0.480548415161132,0.0605434094972656,0.121024551129122
"Not UCR","Dignified",63,0.523809523809524,0.503444357598888,0.0634280271031108,0.12679081956074
"Not UCR","Disciplined",63,0.603174603174603,0.493168901894889,0.062133441369747,0.124202979553388
"Not UCR","Eager",62,0.741935483870968,0.441141732957016,0.0560250561106252,0.112029023549471
"Not UCR","Economical",61,0.639344262295082,0.484175824993562,0.0619923619711116,0.124003186632334
"Not UCR","Elegant",62,0.32258064516129,0.471279860066707,0.0598526020811038,0.119682674744692
"Not UCR","Enthusiastic",63,0.714285714285714,0.455382555539187,0.0573728092073213,0.114686611457626
"Not UCR","Ethical",61,0.786885245901639,0.412906530922785,0.0528672639232692,0.105750272881568
"Not UCR","Experienced",63,0.634920634920635,0.485319558893675,0.0611445171061062,0.122226148117866
"Not UCR","Extraverted",62,0.741935483870968,0.441141732957016,0.0560250561106252,0.112029023549471
"Not UCR","Fair",63,0.777777777777778,0.419079038062475,0.052798995923499,0.105543688979036
"Not UCR","Faithful",62,0.629032258064516,0.487007286704228,0.0618499872614552,0.123676693259642
"Not UCR","Fearless",63,0.619047619047619,0.489521538244774,0.0616739167431175,0.12328440291338
"Not UCR","Flexible",62,0.838709677419355,0.370801010976073,0.0470917754857603,0.0941658249206128
"Not UCR","Foresighted",61,0.360655737704918,0.484175824993562,0.0619923619711116,0.124003186632334
"Not UCR","Frank",63,0.53968253968254,0.502426268877297,0.0632997599807333,0.126534417236535
"Not UCR","Friendly",63,0.952380952380952,0.214669395370546,0.0270458016308126,0.0540637871153293
"Not UCR","Fun",63,0.857142857142857,0.352737810751329,0.0444407869170182,0.088835867241669
"Not UCR","Funny",63,0.841269841269841,0.368359449554075,0.0464089284095583,0.0927701260267482
"Not UCR","Generous",62,0.709677419354839,0.457616661617508,0.0581173741428267,0.116212872033971
"Not UCR","Gentle",61,0.491803278688525,0.504081700377764,0.0645410481476378,0.129101318040237
"Not UCR","Giving",63,0.746031746031746,0.438775935480263,0.0552805717409761,0.110504288355531
"Not UCR","Glad",61,0.704918032786885,0.459864555968456,0.0588796229379278,0.117776781523758
"Not UCR","Good",61,0.885245901639344,0.321370018085991,0.0411472144197086,0.0823066833856969
"Not UCR","Good-humored",63,0.841269841269841,0.368359449554075,0.0464089284095583,0.0927701260267482
"Not UCR","Good-natured",62,0.741935483870968,0.441141732957016,0.0560250561106252,0.112029023549471
"Not UCR","Good-tempered",62,0.790322580645161,0.41040151368212,0.0521210443586997,0.104222469574223
"Not UCR","Graceful",63,0.507936507936508,0.50395263067897,0.0634920634920635,0.12691882647831
"Not UCR","Healthy",62,0.806451612903226,0.398304178903237,0.0505846813054177,0.101150321777766
"Not UCR","Helpful",63,0.80952380952381,0.395830806847786,0.0498699941036803,0.0996886977678794
"Not UCR","Honest",63,0.761904761904762,0.429338790741092,0.0540916032616252,0.108127574230659
"Not UCR","Hospitable",63,0.825396825396825,0.382676589626049,0.048212718510326,0.0963758510608897
"Not UCR","Humble",61,0.80327868852459,0.400818834019708,0.0513195929262247,0.102654469956986
"Not UCR","Humorous",61,0.737704918032787,0.443532762572744,0.056788551067832,0.11359401501633
"Not UCR","Industrious",59,0.559322033898305,0.500730033970332,0.0651894978179885,0.130490957564915
"Not UCR","Innocent",62,0.435483870967742,0.499867777334724,0.0634832712048129,0.126942646353774
"Not UCR","Inquisitive",61,0.737704918032787,0.443532762572744,0.056788551067832,0.11359401501633
"Not UCR","Inventive",62,0.709677419354839,0.457616661617508,0.0581173741428267,0.116212872033971
"Not UCR","Knowledgeable",63,0.73015873015873,0.447442524921401,0.0563724593779452,0.112686940641634
"Not UCR","Lenient",63,0.650793650793651,0.480548415161132,0.0605434094972656,0.121024551129122
"Not UCR","Level-headed",62,0.612903225806452,0.491062371574435,0.062364983554968,0.124706491994336
"Not UCR","Lively",63,0.761904761904762,0.429338790741092,0.0540916032616252,0.108127574230659
"Not UCR","Loyal",61,0.622950819672131,0.488669432446567,0.0625677094490376,0.125154052939331
"Not UCR","Lucky",63,0.634920634920635,0.485319558893675,0.0611445171061062,0.122226148117866
"Not UCR","Mathematical",62,0.612903225806452,0.491062371574435,0.062364983554968,0.124706491994336
"Not UCR","Mature",63,0.619047619047619,0.489521538244774,0.0616739167431175,0.12328440291338
"Not UCR","Modern",62,0.758064516129032,0.431751441508704,0.0548324879041207,0.10964433603703
"Not UCR","Moral",63,0.650793650793651,0.480548415161132,0.0605434094972656,0.121024551129122
"Not UCR","Natural",62,0.806451612903226,0.398304178903237,0.0505846813054177,0.101150321777766
"Not UCR","Neat",63,0.555555555555556,0.500895255864607,0.0631068704718961,0.126148836602435
"Not UCR","Nice",62,0.790322580645161,0.41040151368212,0.0521210443586997,0.104222469574223
"Not UCR","Normal",62,0.758064516129032,0.431751441508704,0.0548324879041207,0.10964433603703
"Not UCR","Open-minded",62,0.935483870967742,0.247675603670653,0.0314548331210218,0.0628978261708751
"Not UCR","Optimistic",63,0.682539682539683,0.469227121063812,0.0591170605115068,0.118173320133241
"Not UCR","Orderly",63,0.571428571428571,0.498846595926324,0.06284876358058,0.125632888278344
"Not UCR","Original",63,0.603174603174603,0.493168901894889,0.062133441369747,0.124202979553388
"Not UCR","Outgoing",62,0.741935483870968,0.441141732957016,0.0560250561106252,0.112029023549471
"Not UCR","Outspoken",63,0.666666666666667,0.475190963311491,0.059868434008925,0.119675294353233
"Not UCR","Passionate",63,0.80952380952381,0.395830806847786,0.0498699941036803,0.0996886977678794
"Not UCR","Peaceful",61,0.754098360655738,0.434194184857345,0.0555928687141415,0.111202294208422
"Not UCR","Perfectionistic",63,0.492063492063492,0.50395263067897,0.0634920634920635,0.12691882647831
"Not UCR","Persevering",62,0.758064516129032,0.431751441508704,0.0548324879041207,0.10964433603703
"Not UCR","Persistent",63,0.777777777777778,0.419079038062475,0.052798995923499,0.105543688979036
"Not UCR","Philosophical",63,0.571428571428571,0.498846595926324,0.06284876358058,0.125632888278344
"Not UCR","Polished",63,0.428571428571429,0.498846595926324,0.06284876358058,0.125632888278344
"Not UCR","Positive",63,0.888888888888889,0.316793975540994,0.0399122893392833,0.0797835295688223
"Not UCR","Practical",62,0.790322580645161,0.41040151368212,0.0521210443586997,0.104222469574223
"Not UCR","Precise",63,0.587301587301587,0.496273878434877,0.0625246316436278,0.124984957768616
"Not UCR","Prideful",63,0.587301587301587,0.496273878434877,0.0625246316436278,0.124984957768616
"Not UCR","Prompt",62,0.548387096774194,0.501715723664069,0.0637179606233293,0.127411936850188
"Not UCR","Prudent",60,0.483333333333333,0.503939284299098,0.065058281853003,0.130181321294223
"Not UCR","Punctual",62,0.564516129032258,0.499867777334724,0.0634832712048129,0.126942646353774
"Not UCR","Purposeful",62,0.709677419354839,0.457616661617508,0.0581173741428267,0.116212872033971
"Not UCR","Quick-witted",62,0.548387096774194,0.501715723664069,0.0637179606233293,0.127411936850188
"Not UCR","Quiet",63,0.444444444444444,0.500895255864607,0.0631068704718961,0.126148836602435
"Not UCR","Rational",63,0.714285714285714,0.455382555539187,0.0573728092073213,0.114686611457626
"Not UCR","Realistic",62,0.870967741935484,0.337972303052903,0.0429225254102655,0.0858288941379115
"Not UCR","Refined",63,0.365079365079365,0.485319558893675,0.0611445171061062,0.122226148117866
"Not UCR","Reserved",62,0.532258064516129,0.503031529027945,0.0638850680716491,0.127746088845077
"Not UCR","Respectable",62,0.774193548387097,0.421525521414298,0.0535337947534374,0.107047438583252
"Not UCR","Respectful",63,0.841269841269841,0.368359449554075,0.0464089284095583,0.0927701260267482
"Not UCR","Romantic",62,0.370967741935484,0.487007286704228,0.0618499872614552,0.123676693259642
"Not UCR","Scientific",63,0.682539682539683,0.469227121063812,0.0591170605115068,0.118173320133241
"Not UCR","Self-controlled",63,0.650793650793651,0.480548415161132,0.0605434094972656,0.121024551129122
"Not UCR","Self-critical",63,0.666666666666667,0.475190963311491,0.059868434008925,0.119675294353233
"Not UCR","Self-sufficient",63,0.634920634920635,0.485319558893675,0.0611445171061062,0.122226148117866
"Not UCR","Sensitive",63,0.476190476190476,0.503444357598888,0.0634280271031108,0.12679081956074
"Not UCR","Sentimental",62,0.612903225806452,0.491062371574435,0.062364983554968,0.124706491994336
"Not UCR","Sincere",63,0.714285714285714,0.455382555539187,0.0573728092073213,0.114686611457626
"Not UCR","Skillful",63,0.761904761904762,0.429338790741092,0.0540916032616252,0.108127574230659
"Not UCR","Smart",63,0.746031746031746,0.438775935480263,0.0552805717409761,0.110504288355531
"Not UCR","Sociable",63,0.777777777777778,0.419079038062475,0.052798995923499,0.105543688979036
"Not UCR","Sophisticated",63,0.53968253968254,0.502426268877297,0.0632997599807333,0.126534417236535
"Not UCR","Stable",62,0.580645161290323,0.497481760000887,0.0631802467003909,0.1263367114079
"Not UCR","Steady",63,0.714285714285714,0.455382555539187,0.0573728092073213,0.114686611457626
"Not UCR","Straightforward",61,0.80327868852459,0.400818834019708,0.0513195929262247,0.102654469956986
"Not UCR","Studious",63,0.682539682539683,0.469227121063812,0.0591170605115068,0.118173320133241
"Not UCR","Subtle",62,0.532258064516129,0.503031529027945,0.0638850680716491,0.127746088845077
"Not UCR","Talkative",63,0.73015873015873,0.447442524921401,0.0563724593779452,0.112686940641634
"Not UCR","Thoughtful",63,0.825396825396825,0.382676589626049,0.048212718510326,0.0963758510608897
"Not UCR","Thrifty",61,0.639344262295082,0.484175824993562,0.0619923619711116,0.124003186632334
"Not UCR","Tough",63,0.555555555555556,0.500895255864607,0.0631068704718961,0.126148836602435
"Not UCR","Unafraid",62,0.709677419354839,0.457616661617508,0.0581173741428267,0.116212872033971
"Not UCR","Unassuming",63,0.603174603174603,0.493168901894889,0.062133441369747,0.124202979553388
"Not UCR","Understanding",63,0.80952380952381,0.395830806847786,0.0498699941036803,0.0996886977678794
"Not UCR","Unenvious",62,0.612903225806452,0.491062371574435,0.062364983554968,0.124706491994336
"Not UCR","Unprejudiced",63,0.793650793650794,0.407934615203979,0.0513949306192645,0.102737002427816
"Not UCR","Unpretentious",61,0.704918032786885,0.459864555968456,0.0588796229379278,0.117776781523758
"Not UCR","Unselfish",62,0.645161290322581,0.482370315317959,0.0612610913065027,0.122499123019011
"Not UCR","Untiring",62,0.467741935483871,0.503031529027945,0.0638850680716491,0.127746088845077
"Not UCR","Verbal",61,0.688524590163934,0.466939810773558,0.0597855164879032,0.11958883841875
"Not UCR","Versatile",63,0.80952380952381,0.395830806847786,0.0498699941036803,0.0996886977678794
"Not UCR","Warm",62,0.693548387096774,0.464783033373756,0.0590275042660008,0.118032789693685
"Not UCR","Well-mannered",62,0.725806451612903,0.449748740007154,0.0571181470990842,0.114214794070539
"Not UCR","Well-organized",62,0.709677419354839,0.457616661617508,0.0581173741428267,0.116212872033971
"Not UCR","Well-read",62,0.580645161290323,0.497481760000887,0.0631802467003909,0.1263367114079
"Not UCR","Well-spoken",62,0.67741935483871,0.471279860066707,0.0598526020811038,0.119682674744692
"Not UCR","Wise",62,0.612903225806452,0.491062371574435,0.062364983554968,0.124706491994336
"Not UCR","Witty",63,0.73015873015873,0.447442524921401,0.0563724593779452,0.112686940641634
