Estimator,toCont.keys,toCont.rt,SE.keys,SE.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trait,Idx,participant,date,expName,psychopyVersion,OS,frameRate,toCont_2.keys,toCont_2.rt,EnterGuess.text,Guess,dotestLoop.thisRepN,dotestLoop.thisTrialN,dotestLoop.thisN,dotestLoop.thisIndex,dotestLoop.ran,dp,Confirm2.text,toCont_3.keys,toCont_3.rt,resp.keys,resp.rt,traitC,optionLeft,optionRight,optionChoice,choiceResp,choices.thisRepN,choices.thisTrialN,choices.thisN,choices.thisIndex,choices.ran
,,,space,2.2653,0,17,17,40,1,Hospitable,61,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,2.651,0,18,18,21,1,Generous,49,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,1.6556,0,19,19,18,1,Practical,96,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,1.2205,0,20,20,32,1,Cordial,23,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,1.3139,0,21,21,74,1,Thoughtful,129,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,2.1155,0,22,22,89,1,Tough,131,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,2.0405,0,23,23,55,1,Elegant,35,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,2.1286,0,24,24,51,1,Quiet,104,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,3.9057,0,25,25,66,1,Loyal,72,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,5.0599,0,26,26,54,1,Unenvious,135,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,1.8628,0,27,27,88,1,Cooperative,22,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,2.5201,0,28,28,79,1,Understanding,134,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,1.8227,0,29,29,38,1,Honest,60,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,2.4042,0,30,30,53,1,Outgoing,86,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,1.3587,0,31,31,35,1,Inquisitive,66,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,1.9234,0,32,32,24,1,Passionate,88,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,2.1027,0,33,33,31,1,Stable,123,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,2.4092,0,34,34,85,1,Faithful,41,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,2.8609,0,35,35,13,1,Constructive,20,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,4.3057,0,36,36,45,1,Modern,76,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,2.3488,0,37,37,14,1,Deliberate,27,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,2.2426,0,38,38,59,1,Unselfish,138,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,2.8092,0,39,39,6,1,Perfectionistic,90,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,3.0088,0,40,40,82,1,Deep,26,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,2.2832,0,41,41,43,1,Fair,40,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,2.738,0,42,42,64,1,Good,53,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,1.7292,0,43,43,49,1,Rational,105,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,1.9579,0,44,44,19,1,Casual,5,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,1.618,0,45,45,87,1,Peaceful,89,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,1.6814,0,46,46,42,1,Well-mannered,143,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,2.1545,0,47,47,77,1,Charming,7,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,1.8302,0,48,48,22,1,Skillful,119,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,1.2737,0,49,49,90,1,Industrious,64,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,2.0996,0,50,50,33,1,Composed,15,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,1.6637,0,51,51,56,1,Well-read,145,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,1.4092,0,52,52,34,1,Concise,16,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,1.8247,0,53,53,81,1,Communicative,13,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,1.9038,0,54,54,80,1,Disciplined,32,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,1.6531,0,55,55,84,1,Unprejudiced,136,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,2.078,0,56,56,1,1,Self-critical,114,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,2.9669,0,57,57,78,1,Ethical,37,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,1.2743,0,58,58,61,1,Well-spoken,146,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,2.3399,0,59,59,5,1,Scientific,112,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,1.1144,0,60,60,23,1,Talkative,128,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,1.7636,0,61,61,20,1,Refined,107,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,1.7502,0,62,62,86,1,Moral,77,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,2.3081,0,63,63,9,1,Normal,81,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,2.3438,0,64,64,2,1,Persistent,92,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,2.3731,0,65,65,10,1,Respectable,109,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,2.3623,0,66,66,52,1,Good-humored,54,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,1.9911,0,67,67,67,1,Romantic,111,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,2.5795,0,68,68,63,1,Clean-cut,9,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,1.9394,0,69,69,26,1,Capable,4,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,1.4267,0,70,70,39,1,Eager,33,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,2.7772,0,71,71,17,1,Dependable,30,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,1.1482,0,72,72,58,1,Realistic,106,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,1.2146,0,73,73,46,1,Self-sufficient,115,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,1.8686,0,74,74,44,1,Healthy,58,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,1.8337,0,75,75,8,1,Philosophical,93,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,2.6731,0,76,76,50,1,Wise,147,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,2.3979,0,77,77,48,1,Fearless,42,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,3.6592,0,78,78,27,1,Considerate,19,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,1.7401,0,79,79,41,1,Good-tempered,56,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,2.0815,0,80,80,71,1,Dedicated,25,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,1.6264,0,81,81,7,1,Delicate,28,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,0.9644,0,82,82,29,1,Benevolent,2,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,3.0462,0,83,83,37,1,Quick-witted,103,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,1.4599,0,84,84,28,1,Steady,124,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,1.29,0,85,85,76,1,Prideful,98,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,1.9434,0,86,86,47,1,Well-organized,144,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,2.2729,0,87,87,3,1,Original,85,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,1.1028,0,88,88,73,1,Good-natured,55,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,1.5802,0,89,89,83,1,Enthusiastic,36,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,1.5005,0,90,90,57,1,Friendly,46,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,space,4.9616,120,,0,0,0,0,1,plot1.jpg,,,,,,,,,,,,,,,
,,,,,,,,,,,,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,200,,0,1,1,4,1,plot5.jpg,,,,,,,,,,,,,,,
,,,,,,,,,,,,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,45,,0,2,2,8,1,plot9.jpg,,,,,,,,,,,,,,,
,,,,,,,,,,,,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,70,,0,3,3,5,1,plot6.jpg,,,,,,,,,,,,,,,
,,,,,,,,,,,,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,65,,0,4,4,6,1,plot7.jpg,,,,,,,,,,,,,,,
,,,,,,,,,,,,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,120,,0,5,5,3,1,plot4.jpg,,,,,,,,,,,,,,,
,,,,,,,,,,,,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,100,,0,6,6,7,1,plot8.jpg,,,,,,,,,,,,,,,
,,,,,,,,,,,,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,90,,0,7,7,2,1,plot3.jpg,,,,,,,,,,,,,,,
,,,,,,,,,,,,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,70,,0,8,8,1,1,plot2.jpg,,,,,,,,,,,,,,,
,,,,,,,,,,,,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,25,,0,9,9,9,1,plot10.jpg,,,,,,,,,,,,,,,
,,,,,,,,,,Foresighted,44,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,I am a Underestimator,space,12.8141,left,8.7473,Foresighted,Overestimator,Underestimator,Overestimator,2,0,0,0,43,1
,,,,,,,,,,Neat,79,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,left,5.6063,Neat,Overestimator,Underestimator,Overestimator,2,0,1,1,78,1
,,,,,,,,,,Cooperative,22,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,left,8.0654,Cooperative,Overestimator,Underestimator,Overestimator,2,0,2,2,21,1
,,,,,,,,,,Contemplative,21,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,left,2.1673,Contemplative,Overestimator,Underestimator,Overestimator,2,0,3,3,20,1
,,,,,,,,,,Delicate,28,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,0.93,Delicate,Overestimator,Underestimator,Underestimator,1,0,4,4,27,1
,,,,,,,,,,Constructive,20,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,1.8164,Constructive,Overestimator,Underestimator,Underestimator,1,0,5,5,19,1
,,,,,,,,,,Self-critical,114,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,0.9226,Self-critical,Overestimator,Underestimator,Underestimator,1,0,6,6,113,1
,,,,,,,,,,Studious,126,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,left,1.6909,Studious,Overestimator,Underestimator,Overestimator,2,0,7,7,125,1
,,,,,,,,,,Charming,7,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,0.9639,Charming,Overestimator,Underestimator,Underestimator,1,0,8,8,6,1
,,,,,,,,,,Witty,148,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,left,2.6384,Witty,Overestimator,Underestimator,Overestimator,2,0,9,9,147,1
,,,,,,,,,,Casual,5,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,1.3526,Casual,Overestimator,Underestimator,Underestimator,1,0,10,10,4,1
,,,,,,,,,,Talkative,128,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,left,0.9905,Talkative,Overestimator,Underestimator,Overestimator,2,0,11,11,127,1
,,,,,,,,,,Charitable,6,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,1.656,Charitable,Overestimator,Underestimator,Underestimator,1,0,12,12,5,1
,,,,,,,,,,Purposeful,102,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,2.2383,Purposeful,Overestimator,Underestimator,Underestimator,1,0,13,13,101,1
,,,,,,,,,,Unassuming,133,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,1.1096,Unassuming,Overestimator,Underestimator,Underestimator,1,0,14,14,132,1
,,,,,,,,,,Practical,96,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,left,1.0174,Practical,Overestimator,Underestimator,Overestimator,2,0,15,15,95,1
,,,,,,,,,,Open-minded,82,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,left,1.5257,Open-minded,Overestimator,Underestimator,Overestimator,2,0,16,16,81,1
,,,,,,,,,,Self-sufficient,115,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,1.3821,Self-sufficient,Overestimator,Underestimator,Underestimator,1,0,17,17,114,1
,,,,,,,,,,Enthusiastic,36,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,left,1.8909,Enthusiastic,Overestimator,Underestimator,Overestimator,2,0,18,18,35,1
,,,,,,,,,,Sincere,118,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,1.0018,Sincere,Overestimator,Underestimator,Underestimator,1,0,19,19,117,1
,,,,,,,,,,Capable,4,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,1.1732,Capable,Overestimator,Underestimator,Underestimator,1,0,20,20,3,1
,,,,,,,,,,Well-mannered,143,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,0.8772,Well-mannered,Overestimator,Underestimator,Underestimator,1,0,21,21,142,1
,,,,,,,,,,Democratic,29,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,left,2.2906,Democratic,Overestimator,Underestimator,Overestimator,2,0,22,22,28,1
,,,,,,,,,,Considerate,19,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,1.8617,Considerate,Overestimator,Underestimator,Underestimator,1,0,23,23,18,1
,,,,,,,,,,Faithful,41,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,1.428,Faithful,Overestimator,Underestimator,Underestimator,1,0,24,24,40,1
,,,,,,,,,,Understanding,134,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,2.0431,Understanding,Overestimator,Underestimator,Underestimator,1,0,25,25,133,1
,,,,,,,,,,Graceful,57,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,0.8754,Graceful,Overestimator,Underestimator,Underestimator,1,0,26,26,56,1
,,,,,,,,,,Ethical,37,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,left,1.2125,Ethical,Overestimator,Underestimator,Overestimator,2,0,27,27,36,1
,,,,,,,,,,Realistic,106,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,left,1.325,Realistic,Overestimator,Underestimator,Overestimator,2,0,28,28,105,1
,,,,,,,,,,Nice,80,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,1.5097,Nice,Overestimator,Underestimator,Underestimator,1,0,29,29,79,1
,,,,,,,,,,Wise,147,59233,2022-04-29_17h31.48.095,SelfAnchoring,2021.2.3,Win32,145.4122437,,,,,,,,,,,,,,right,1.3208,Wise,Overestimator,Underestimator,Underestimator,1,0,30,30,146,1
